YEAR,MO,DY,HR,WS50M,WD50M
2009,1,15,20,8.71,91.0
2009,1,15,21,7.94,90.9
2009,1,15,22,7.18,90.6
2009,1,15,23,6.45,90.1
2009,1,16,0,5.85,89.8
2009,1,16,1,5.17,90.3
2009,1,16,2,4.79,92.0
2009,1,16,3,4.77,92.3
2009,1,16,4,4.45,94.4
2009,1,16,5,4.29,98.3
2009,1,16,6,4.13,101.9
2009,1,16,7,4.69,102.7
2009,1,16,8,5.51,100.7
2009,1,16,9,5.72,101.7
2009,1,16,10,5.82,102.0
2009,1,16,11,6.13,101.8
2009,1,16,12,6.43,101.7
2009,1,16,13,6.65,100.3
2009,1,16,14,6.83,98.7
2009,1,16,15,6.92,97.4
2009,1,16,16,6.89,95.8
2009,1,16,17,6.6,92.3
2009,1,16,18,6.05,86.6
2009,1,16,19,5.88,80.9
2009,1,16,20,5.66,75.8
2009,1,16,21,5.48,72.5
2009,1,16,22,5.19,73.7
2009,1,16,23,4.46,77.7
2009,1,17,0,3.67,87.3
2009,1,17,1,3.3,99.9
2009,1,17,2,3.48,107.8
2009,1,17,3,3.7,112.3
2009,1,17,4,4.04,117.4
2009,1,17,5,4.5,121.9
2009,1,17,6,4.89,124.2
2009,1,17,7,5.85,120.4
2009,1,17,8,7.2,117.2
2009,1,17,9,7.52,116.9
2009,1,17,10,7.56,116.8
2009,1,17,11,7.52,116.2
2009,1,17,12,7.49,115.5
2009,1,17,13,7.51,115.6
2009,1,17,14,7.55,115.8
2009,1,17,15,7.68,116.6
2009,1,17,16,7.86,117.5
2009,1,17,17,8.04,117.5
2009,1,17,18,7.98,114.4
2009,1,17,19,8.16,111.2
2009,1,17,20,7.76,109.0
2009,1,17,21,7.25,108.5
2009,1,17,22,6.67,109.2
2009,1,17,23,6.32,110.7
2009,1,18,0,6.11,113.8
2009,1,18,1,5.97,119.0
2009,1,18,2,5.89,125.1
2009,1,18,3,6.06,130.3
2009,1,18,4,6.41,132.4
2009,1,18,5,6.46,134.0
2009,1,18,6,6.49,134.3
2009,1,18,7,7.87,127.7
2009,1,18,8,8.01,122.6
2009,1,18,9,7.55,119.7
2009,1,18,10,7.02,117.4
2009,1,18,11,6.42,115.0
2009,1,18,12,5.9,112.6
2009,1,18,13,5.55,110.6
2009,1,18,14,5.46,109.4
2009,1,18,15,5.58,109.2
2009,1,18,16,5.88,109.5
2009,1,18,17,6.43,108.5
2009,1,18,18,7.77,104.2
2009,1,18,19,9.02,102.2
2009,1,18,20,8.88,103.0
2009,1,18,21,8.21,104.7
2009,1,18,22,7.26,107.1
2009,1,18,23,6.45,109.4
2009,1,19,0,6.13,112.5
2009,1,19,1,6.02,116.7
2009,1,19,2,5.99,121.5
2009,1,19,3,5.94,126.9
2009,1,19,4,5.84,131.9
2009,1,19,5,5.73,135.1
2009,1,19,6,5.75,134.5
2009,1,19,7,6.17,125.1
2009,1,19,8,6.29,117.9
2009,1,19,9,5.48,115.9
2009,1,19,10,4.64,117.1
2009,1,19,11,4.02,118.3
2009,1,19,12,3.57,117.9
2009,1,19,13,3.22,113.6
2009,1,19,14,3.17,103.9
2009,1,19,15,3.53,94.5
2009,1,19,16,4.37,87.1
2009,1,19,17,5.91,81.8
2009,1,19,18,7.91,77.7
2009,1,19,19,9.07,76.3
2009,1,19,20,8.78,77.9
2009,1,19,21,7.62,80.9
2009,1,19,22,6.64,84.2
2009,1,19,23,5.86,87.9
2009,1,20,0,5.39,91.7
2009,1,20,1,5.09,96.0
2009,1,20,2,4.73,101.7
2009,1,20,3,4.51,107.1
2009,1,20,4,4.49,111.4
2009,1,20,5,4.57,114.3
2009,1,20,6,4.9,114.6
2009,1,20,7,6.05,107.4
2009,1,20,8,6.05,104.5
2009,1,20,9,5.72,102.8
2009,1,20,10,5.38,101.2
2009,1,20,11,5.12,99.3
2009,1,20,12,4.96,97.3
2009,1,20,13,4.86,95.7
2009,1,20,14,5.07,92.9
2009,1,20,15,5.35,90.5
2009,1,20,16,5.94,88.6
2009,1,20,17,6.94,86.6
2009,1,20,18,7.91,84.6
2009,1,20,19,8.47,83.9
2009,1,20,20,8.11,84.7
2009,1,20,21,7.35,86.6
2009,1,20,22,6.6,88.3
2009,1,20,23,5.97,90.0
2009,1,21,0,5.55,91.4
2009,1,21,1,4.98,92.8
2009,1,21,2,5.06,92.8
2009,1,21,3,5.0,93.1
2009,1,21,4,4.86,95.7
2009,1,21,5,5.0,98.5
2009,1,21,6,5.11,99.6
2009,1,21,7,6.41,96.4
2009,1,21,8,6.51,94.4
2009,1,21,9,6.03,93.8
2009,1,21,10,5.74,94.4
2009,1,21,11,5.47,96.8
2009,1,21,12,5.2,99.6
2009,1,21,13,5.0,99.6
2009,1,21,14,4.97,95.0
2009,1,21,15,5.16,88.2
2009,1,21,16,5.62,82.3
2009,1,21,17,6.15,78.7
2009,1,21,18,6.5,77.7
2009,1,21,19,6.51,78.1
2009,1,21,20,6.06,80.0
2009,1,21,21,5.83,84.1
2009,1,21,22,5.69,89.2
2009,1,21,23,5.54,93.0
2009,1,22,0,5.37,94.5
2009,1,22,1,5.26,95.3
2009,1,22,2,5.24,94.8
2009,1,22,3,4.77,90.8
2009,1,22,4,4.47,87.6
2009,1,22,5,4.66,90.2
2009,1,22,6,4.75,94.1
2009,1,22,7,5.08,92.1
2009,1,22,8,4.9,91.2
2009,1,22,9,4.51,93.8
2009,1,22,10,4.37,96.8
2009,1,22,11,4.21,101.0
2009,1,22,12,3.95,106.5
2009,1,22,13,3.8,111.2
2009,1,22,14,3.78,113.4
2009,1,22,15,3.68,112.7
2009,1,22,16,3.7,104.9
2009,1,22,17,4.1,91.0
2009,1,22,18,5.11,77.8
2009,1,22,19,6.34,70.0
2009,1,22,20,6.89,67.9
2009,1,22,21,6.62,69.3
2009,1,22,22,6.1,73.0
2009,1,22,23,5.45,77.2
2009,1,23,0,4.97,81.1
2009,1,23,1,4.52,86.1
2009,1,23,2,4.25,90.5
2009,1,23,3,4.13,93.5
2009,1,23,4,4.07,94.2
2009,1,23,5,4.04,93.5
2009,1,23,6,4.08,91.0
2009,1,23,7,4.97,82.6
2009,1,23,8,4.86,76.9
2009,1,23,9,4.47,74.6
2009,1,23,10,4.02,77.5
2009,1,23,11,3.49,84.9
2009,1,23,12,2.97,96.4
2009,1,23,13,2.62,111.5
2009,1,23,14,2.59,119.8
2009,1,23,15,2.77,117.0
2009,1,23,16,3.35,100.7
2009,1,23,17,4.61,83.4
2009,1,23,18,6.18,73.9
2009,1,23,19,7.29,70.1
2009,1,23,20,7.14,70.4
2009,1,23,21,6.39,72.7
2009,1,23,22,5.39,75.5
2009,1,23,23,4.54,78.4
2009,1,24,0,4.06,81.5
2009,1,24,1,3.91,83.1
2009,1,24,2,4.0,82.4
2009,1,24,3,4.08,81.6
2009,1,24,4,4.1,81.4
2009,1,24,5,4.25,81.2
2009,1,24,6,4.43,81.7
2009,1,24,7,5.4,77.3
2009,1,24,8,5.48,74.6
2009,1,24,9,5.22,74.9
2009,1,24,10,4.92,77.8
2009,1,24,11,4.49,82.6
2009,1,24,12,4.15,86.5
2009,1,24,13,4.15,88.6
2009,1,24,14,4.43,88.2
2009,1,24,15,5.2,85.0
2009,1,24,16,6.19,81.1
2009,1,24,17,7.34,77.2
2009,1,24,18,7.95,74.2
2009,1,24,19,7.75,72.4
2009,1,24,20,7.18,71.4
2009,1,24,21,6.33,70.6
2009,1,24,22,5.58,71.0
2009,1,24,23,5.03,73.0
2009,1,25,0,4.84,75.2
2009,1,25,1,4.65,77.0
2009,1,25,2,4.62,78.6
2009,1,25,3,4.6,80.9
2009,1,25,4,4.48,82.3
2009,1,25,5,4.39,82.1
2009,1,25,6,4.52,80.6
2009,1,25,7,6.21,76.8
2009,1,25,8,6.51,75.6
2009,1,25,9,6.28,76.3
2009,1,25,10,6.04,77.6
2009,1,25,11,5.81,78.2
2009,1,25,12,5.57,77.2
2009,1,25,13,5.35,76.5
2009,1,25,14,5.24,75.4
2009,1,25,15,5.54,72.9
2009,1,25,16,6.23,71.5
2009,1,25,17,7.12,71.1
2009,1,25,18,7.65,71.8
2009,1,25,19,7.58,73.8
2009,1,25,20,6.88,76.4
2009,1,25,21,6.71,78.5
2009,1,25,22,6.14,79.7
2009,1,25,23,5.67,79.8
2009,1,26,0,5.55,79.5
2009,1,26,1,5.15,79.9
2009,1,26,2,5.04,80.9
2009,1,26,3,5.14,81.4
2009,1,26,4,5.19,82.1
2009,1,26,5,5.26,82.8
2009,1,26,6,5.36,83.4
2009,1,26,7,6.45,82.2
2009,1,26,8,6.95,83.1
2009,1,26,9,7.15,84.1
2009,1,26,10,7.38,84.4
2009,1,26,11,7.54,84.1
2009,1,26,12,7.65,83.8
2009,1,26,13,7.77,83.9
2009,1,26,14,7.94,84.9
2009,1,26,15,8.22,86.5
2009,1,26,16,8.52,87.9
2009,1,26,17,8.83,89.1
2009,1,26,18,8.95,89.6
2009,1,26,19,9.0,90.3
2009,1,26,20,8.28,91.9
2009,1,26,21,7.35,94.2
2009,1,26,22,7.05,97.3
2009,1,26,23,6.78,101.2
2009,1,27,0,6.56,106.0
2009,1,27,1,6.67,111.2
2009,1,27,2,6.45,117.4
2009,1,27,3,6.38,121.7
2009,1,27,4,6.39,123.8
2009,1,27,5,6.38,123.9
2009,1,27,6,6.13,123.9
2009,1,27,7,7.32,118.9
2009,1,27,8,7.98,114.3
2009,1,27,9,7.93,110.7
2009,1,27,10,7.77,108.4
2009,1,27,11,7.49,107.5
2009,1,27,12,7.28,107.8
2009,1,27,13,7.16,109.2
2009,1,27,14,7.22,110.7
2009,1,27,15,7.43,111.5
2009,1,27,16,7.68,111.6
2009,1,27,17,8.06,110.6
2009,1,27,18,8.28,108.7
2009,1,27,19,8.04,106.3
2009,1,27,20,7.42,105.6
2009,1,27,21,7.14,107.6
2009,1,27,22,6.85,112.0
2009,1,27,23,6.79,116.9
2009,1,28,0,6.51,121.0
2009,1,28,1,6.4,125.4
2009,1,28,2,6.3,128.9
2009,1,28,3,6.11,130.7
2009,1,28,4,5.99,130.0
2009,1,28,5,6.24,127.6
2009,1,28,6,6.43,124.8
2009,1,28,7,8.11,119.8
2009,1,28,8,8.25,116.0
2009,1,28,9,7.91,113.7
2009,1,28,10,7.67,112.6
2009,1,28,11,7.45,112.2
2009,1,28,12,7.31,111.9
2009,1,28,13,7.24,111.4
2009,1,28,14,7.25,111.4
2009,1,28,15,7.38,111.7
2009,1,28,16,7.7,111.2
2009,1,28,17,8.31,109.8
2009,1,28,18,8.7,108.9
2009,1,28,19,8.8,108.2
2009,1,28,20,8.81,109.1
2009,1,28,21,8.48,111.2
2009,1,28,22,7.81,114.6
2009,1,28,23,7.09,118.7
2009,1,29,0,6.69,122.2
2009,1,29,1,6.48,125.1
2009,1,29,2,6.43,127.5
2009,1,29,3,6.24,128.4
2009,1,29,4,5.56,129.2
2009,1,29,5,5.97,125.9
2009,1,29,6,6.41,121.2
2009,1,29,7,7.76,115.6
2009,1,29,8,8.23,113.7
2009,1,29,9,8.06,114.2
2009,1,29,10,7.98,115.9
2009,1,29,11,8.27,119.8
2009,1,29,12,8.91,123.4
2009,1,29,13,8.64,116.9
2009,1,29,14,8.35,107.8
2009,1,29,15,8.55,103.8
2009,1,29,16,8.96,103.1
2009,1,29,17,9.33,103.4
2009,1,29,18,9.09,103.8
2009,1,29,19,8.8,103.8
2009,1,29,20,8.33,104.2
2009,1,29,21,7.7,104.5
2009,1,29,22,7.63,105.4
2009,1,29,23,7.47,106.3
2009,1,30,0,7.29,108.1
2009,1,30,1,6.77,111.6
2009,1,30,2,6.27,116.3
2009,1,30,3,6.22,119.4
2009,1,30,4,6.31,121.4
2009,1,30,5,6.49,122.6
2009,1,30,6,6.48,123.7
2009,1,30,7,7.01,122.4
2009,1,30,8,7.55,117.7
2009,1,30,9,7.07,113.8
2009,1,30,10,6.55,111.5
2009,1,30,11,6.16,111.0
2009,1,30,12,5.91,111.8
2009,1,30,13,5.68,112.1
2009,1,30,14,5.58,110.8
2009,1,30,15,5.65,107.6
2009,1,30,16,5.97,103.7
2009,1,30,17,6.55,99.2
2009,1,30,18,6.99,94.4
2009,1,30,19,7.33,92.9
2009,1,30,20,7.4,95.6
2009,1,30,21,7.46,99.2
2009,1,30,22,7.07,103.8
2009,1,30,23,6.81,108.1
2009,1,31,0,6.35,112.1
2009,1,31,1,5.72,116.7
2009,1,31,2,5.21,120.6
2009,1,31,3,4.85,122.5
2009,1,31,4,4.26,124.0
2009,1,31,5,3.99,126.1
2009,1,31,6,4.17,126.5
2009,1,31,7,5.6,115.5
2009,1,31,8,5.64,107.0
2009,1,31,9,4.9,99.3
2009,1,31,10,4.19,93.0
2009,1,31,11,3.6,87.3
2009,1,31,12,3.25,81.3
2009,1,31,13,3.19,77.5
2009,1,31,14,3.26,76.3
2009,1,31,15,3.52,76.9
2009,1,31,16,3.99,78.0
2009,1,31,17,4.8,78.8
2009,1,31,18,5.95,81.1
2009,1,31,19,7.05,83.0
2009,1,31,20,7.05,83.7
2009,1,31,21,6.7,83.0
2009,1,31,22,6.38,82.7
2009,1,31,23,5.64,83.3
2009,2,1,0,5.08,85.0
2009,2,1,1,4.88,88.5
2009,2,1,2,4.95,92.7
2009,2,1,3,4.92,95.8
2009,2,1,4,4.93,98.2
2009,2,1,5,5.2,99.6
2009,2,1,6,5.12,101.3
2009,2,1,7,6.28,98.4
2009,2,1,8,6.32,96.0
2009,2,1,9,5.88,95.0
2009,2,1,10,5.48,95.0
2009,2,1,11,5.11,96.5
2009,2,1,12,4.94,99.1
2009,2,1,13,5.0,102.0
2009,2,1,14,5.16,101.4
2009,2,1,15,5.43,96.9
2009,2,1,16,6.13,89.4
2009,2,1,17,7.24,83.1
2009,2,1,18,7.74,79.8
2009,2,1,19,7.38,77.6
2009,2,1,20,6.81,76.1
2009,2,1,21,6.17,73.5
2009,2,1,22,5.62,71.5
2009,2,1,23,5.22,70.8
2009,2,2,0,4.61,71.9
2009,2,2,1,4.2,78.0
2009,2,2,2,4.15,86.8
2009,2,2,3,4.31,94.4
2009,2,2,4,4.48,100.6
2009,2,2,5,4.56,105.7
2009,2,2,6,4.61,108.6
2009,2,2,7,5.19,101.8
2009,2,2,8,5.59,94.1
2009,2,2,9,6.15,86.8
2009,2,2,10,6.54,83.1
2009,2,2,11,6.78,81.3
2009,2,2,12,7.04,80.1
2009,2,2,13,7.13,78.9
2009,2,2,14,7.11,77.5
2009,2,2,15,7.1,76.1
2009,2,2,16,7.14,75.1
2009,2,2,17,7.34,74.1
2009,2,2,18,7.16,72.6
2009,2,2,19,6.89,71.6
2009,2,2,20,6.29,71.6
2009,2,2,21,5.77,74.5
2009,2,2,22,5.51,78.9
2009,2,2,23,6.11,80.8
2009,2,3,0,5.35,84.6
2009,2,3,1,3.92,100.6
2009,2,3,2,4.15,99.0
2009,2,3,3,4.56,93.5
2009,2,3,4,4.52,97.3
2009,2,3,5,4.64,101.4
2009,2,3,6,4.77,103.0
2009,2,3,7,4.87,103.4
2009,2,3,8,6.09,100.4
2009,2,3,9,6.95,97.3
2009,2,3,10,7.48,94.8
2009,2,3,11,7.7,93.6
2009,2,3,12,7.66,92.8
2009,2,3,13,7.35,93.1
2009,2,3,14,7.02,94.7
2009,2,3,15,6.75,96.5
2009,2,3,16,6.48,97.8
2009,2,3,17,5.81,98.7
2009,2,3,18,5.36,99.6
2009,2,3,19,5.5,99.1
2009,2,3,20,5.68,97.9
2009,2,3,21,5.94,98.8
2009,2,3,22,6.0,105.7
2009,2,3,23,5.63,115.8
2009,2,4,0,5.39,124.0
2009,2,4,1,5.29,129.4
2009,2,4,2,5.44,130.3
2009,2,4,3,5.62,128.4
2009,2,4,4,6.0,125.0
2009,2,4,5,6.13,123.5
2009,2,4,6,6.12,123.3
2009,2,4,7,7.09,120.0
2009,2,4,8,7.62,116.5
2009,2,4,9,7.37,113.3
2009,2,4,10,7.05,110.4
2009,2,4,11,6.71,107.9
2009,2,4,12,6.42,105.4
2009,2,4,13,6.18,102.8
2009,2,4,14,6.02,100.2
2009,2,4,15,5.9,98.1
2009,2,4,16,5.93,94.6
2009,2,4,17,6.16,89.6
2009,2,4,18,6.55,84.5
2009,2,4,19,7.04,82.7
2009,2,4,20,6.97,83.3
2009,2,4,21,6.45,86.1
2009,2,4,22,6.1,91.9
2009,2,4,23,5.65,98.1
2009,2,5,0,5.31,102.7
2009,2,5,1,5.19,105.1
2009,2,5,2,5.23,106.9
2009,2,5,3,5.38,109.5
2009,2,5,4,5.59,111.5
2009,2,5,5,5.63,112.9
2009,2,5,6,5.64,113.8
2009,2,5,7,6.4,110.4
2009,2,5,8,6.6,108.4
2009,2,5,9,6.01,107.1
2009,2,5,10,5.34,107.0
2009,2,5,11,4.69,108.1
2009,2,5,12,4.19,109.2
2009,2,5,13,3.89,110.0
2009,2,5,14,3.89,109.7
2009,2,5,15,4.12,107.8
2009,2,5,16,4.65,102.9
2009,2,5,17,5.7,93.5
2009,2,5,18,7.19,84.2
2009,2,5,19,8.34,80.3
2009,2,5,20,8.42,80.5
2009,2,5,21,7.97,83.0
2009,2,5,22,7.1,85.4
2009,2,5,23,6.44,87.0
2009,2,6,0,5.71,87.9
2009,2,6,1,5.36,89.8
2009,2,6,2,5.32,92.7
2009,2,6,3,5.31,95.5
2009,2,6,4,5.23,97.6
2009,2,6,5,5.2,98.4
2009,2,6,6,5.08,98.6
2009,2,6,7,5.84,94.7
2009,2,6,8,6.11,91.0
2009,2,6,9,6.14,89.1
2009,2,6,10,6.13,88.3
2009,2,6,11,6.07,88.0
2009,2,6,12,5.97,87.7
2009,2,6,13,5.79,88.4
2009,2,6,14,5.69,89.5
2009,2,6,15,5.82,89.9
2009,2,6,16,6.1,89.2
2009,2,6,17,6.67,86.2
2009,2,6,18,7.47,82.5
2009,2,6,19,8.19,80.0
2009,2,6,20,8.01,78.5
2009,2,6,21,7.2,78.7
2009,2,6,22,6.71,80.5
2009,2,6,23,6.4,82.5
2009,2,7,0,6.04,83.6
2009,2,7,1,5.85,84.7
2009,2,7,2,6.03,85.4
2009,2,7,3,6.24,85.6
2009,2,7,4,5.97,86.9
2009,2,7,5,5.84,89.7
2009,2,7,6,5.89,92.0
2009,2,7,7,6.91,91.6
2009,2,7,8,6.98,91.2
2009,2,7,9,6.61,90.3
2009,2,7,10,6.41,88.7
2009,2,7,11,6.27,87.3
2009,2,7,12,6.13,85.7
2009,2,7,13,5.94,83.8
2009,2,7,14,5.93,82.4
2009,2,7,15,6.09,82.0
2009,2,7,16,6.5,81.3
2009,2,7,17,7.19,81.0
2009,2,7,18,7.81,80.9
2009,2,7,19,8.28,80.7
2009,2,7,20,7.95,80.4
2009,2,7,21,7.0,81.0
2009,2,7,22,6.4,83.0
2009,2,7,23,6.25,86.8
2009,2,8,0,5.94,90.9
2009,2,8,1,5.85,94.0
2009,2,8,2,5.52,97.4
2009,2,8,3,5.81,99.8
2009,2,8,4,5.97,101.0
2009,2,8,5,6.25,100.2
2009,2,8,6,6.15,98.6
2009,2,8,7,7.04,96.9
2009,2,8,8,7.44,97.3
2009,2,8,9,7.13,97.6
2009,2,8,10,6.63,97.5
2009,2,8,11,6.05,97.8
2009,2,8,12,5.51,98.7
2009,2,8,13,5.23,98.9
2009,2,8,14,5.27,97.9
2009,2,8,15,5.57,96.8
2009,2,8,16,6.11,95.9
2009,2,8,17,6.71,93.9
2009,2,8,18,7.67,90.1
2009,2,8,19,8.53,87.4
2009,2,8,20,8.05,86.1
2009,2,8,21,7.36,86.7
2009,2,8,22,6.97,89.2
2009,2,8,23,6.55,92.4
2009,2,9,0,6.25,94.9
2009,2,9,1,6.17,96.9
2009,2,9,2,6.02,99.1
2009,2,9,3,5.86,101.8
2009,2,9,4,5.77,104.6
2009,2,9,5,5.75,107.1
2009,2,9,6,5.74,108.8
2009,2,9,7,6.93,107.8
2009,2,9,8,7.37,108.9
2009,2,9,9,7.08,110.1
2009,2,9,10,6.66,111.8
2009,2,9,11,6.23,113.5
2009,2,9,12,5.87,115.0
2009,2,9,13,5.64,115.3
2009,2,9,14,5.64,113.5
2009,2,9,15,5.88,110.3
2009,2,9,16,6.4,105.7
2009,2,9,17,7.39,98.6
2009,2,9,18,8.66,93.4
2009,2,9,19,9.03,91.6
2009,2,9,20,8.65,92.0
2009,2,9,21,8.11,93.7
2009,2,9,22,7.48,96.0
2009,2,9,23,7.11,98.7
2009,2,10,0,6.85,101.5
2009,2,10,1,6.77,104.6
2009,2,10,2,6.61,107.3
2009,2,10,3,6.48,108.9
2009,2,10,4,6.35,109.5
2009,2,10,5,6.61,108.2
2009,2,10,6,6.66,106.4
2009,2,10,7,7.59,103.6
2009,2,10,8,7.68,102.4
2009,2,10,9,7.1,102.5
2009,2,10,10,6.53,103.8
2009,2,10,11,6.08,106.7
2009,2,10,12,5.78,110.9
2009,2,10,13,5.69,112.9
2009,2,10,14,5.78,108.9
2009,2,10,15,6.05,104.3
2009,2,10,16,6.55,97.8
2009,2,10,17,7.51,90.5
2009,2,10,18,8.62,87.3
2009,2,10,19,8.94,87.1
2009,2,10,20,8.07,87.7
2009,2,10,21,7.28,91.1
2009,2,10,22,6.65,96.6
2009,2,10,23,6.34,101.0
2009,2,11,0,6.17,103.7
2009,2,11,1,6.23,104.9
2009,2,11,2,6.18,105.7
2009,2,11,3,5.76,107.7
2009,2,11,4,5.8,108.7
2009,2,11,5,5.99,108.1
2009,2,11,6,5.96,106.9
2009,2,11,7,7.58,102.8
2009,2,11,8,7.69,101.4
2009,2,11,9,7.0,100.9
2009,2,11,10,6.29,101.0
2009,2,11,11,5.57,102.4
2009,2,11,12,4.85,106.2
2009,2,11,13,4.46,111.2
2009,2,11,14,4.58,115.6
2009,2,11,15,4.97,117.2
2009,2,11,16,5.63,114.6
2009,2,11,17,6.76,108.4
2009,2,11,18,7.74,102.2
2009,2,11,19,8.22,99.4
2009,2,11,20,8.08,98.9
2009,2,11,21,7.15,99.5
2009,2,11,22,6.52,100.2
2009,2,11,23,6.17,101.8
2009,2,12,0,5.88,104.4
2009,2,12,1,5.58,108.0
2009,2,12,2,5.47,111.5
2009,2,12,3,5.3,115.7
2009,2,12,4,5.29,119.8
2009,2,12,5,5.4,121.4
2009,2,12,6,5.43,120.8
2009,2,12,7,6.47,116.6
2009,2,12,8,6.62,114.6
2009,2,12,9,6.05,112.2
2009,2,12,10,5.49,109.8
2009,2,12,11,4.98,109.5
2009,2,12,12,4.46,112.7
2009,2,12,13,4.06,118.1
2009,2,12,14,3.86,120.5
2009,2,12,15,4.0,117.4
2009,2,12,16,4.58,108.3
2009,2,12,17,5.77,97.6
2009,2,12,18,7.13,89.7
2009,2,12,19,7.93,86.7
2009,2,12,20,7.84,86.5
2009,2,12,21,7.61,86.9
2009,2,12,22,7.49,86.8
2009,2,12,23,7.21,86.7
2009,2,13,0,6.5,87.3
2009,2,13,1,5.81,87.5
2009,2,13,2,5.54,85.5
2009,2,13,3,5.73,81.2
2009,2,13,4,6.26,76.3
2009,2,13,5,6.2,71.9
2009,2,13,6,6.01,68.3
2009,2,13,7,7.75,63.5
2009,2,13,8,8.39,60.5
2009,2,13,9,8.17,57.7
2009,2,13,10,7.84,55.6
2009,2,13,11,7.54,54.8
2009,2,13,12,7.26,55.2
2009,2,13,13,7.08,56.3
2009,2,13,14,7.06,58.3
2009,2,13,15,7.23,60.5
2009,2,13,16,7.52,62.1
2009,2,13,17,7.86,63.6
2009,2,13,18,8.1,66.1
2009,2,13,19,8.41,68.5
2009,2,13,20,7.99,70.1
2009,2,13,21,7.13,71.5
2009,2,13,22,5.88,79.6
2009,2,13,23,5.06,94.2
2009,2,14,0,5.01,97.7
2009,2,14,1,5.21,91.9
2009,2,14,2,5.34,91.4
2009,2,14,3,5.36,97.4
2009,2,14,4,5.25,100.8
2009,2,14,5,5.39,97.3
2009,2,14,6,5.51,94.5
2009,2,14,7,6.51,91.6
2009,2,14,8,7.08,90.3
2009,2,14,9,6.9,89.6
2009,2,14,10,6.68,89.6
2009,2,14,11,6.57,90.8
2009,2,14,12,6.71,92.8
2009,2,14,13,6.91,94.8
2009,2,14,14,7.25,97.0
2009,2,14,15,7.72,99.0
2009,2,14,16,8.24,99.9
2009,2,14,17,8.77,99.1
2009,2,14,18,8.57,97.8
2009,2,14,19,7.67,97.5
2009,2,14,20,7.07,99.3
2009,2,14,21,6.74,101.3
2009,2,14,22,6.43,104.2
2009,2,14,23,6.56,107.4
2009,2,15,0,6.39,110.1
2009,2,15,1,6.06,112.7
2009,2,15,2,5.91,115.9
2009,2,15,3,5.99,118.3
2009,2,15,4,6.3,118.4
2009,2,15,5,6.91,114.3
2009,2,15,6,7.25,112.0
2009,2,15,7,8.85,110.2
2009,2,15,8,9.8,107.0
2009,2,15,9,9.75,103.6
2009,2,15,10,9.33,101.8
2009,2,15,11,8.63,100.2
2009,2,15,12,7.94,97.5
2009,2,15,13,7.56,94.3
2009,2,15,14,7.71,93.4
2009,2,15,15,8.18,94.5
2009,2,15,16,8.59,94.3
2009,2,15,17,8.53,93.4
2009,2,15,18,7.95,92.9
2009,2,15,19,7.66,93.7
2009,2,15,20,7.09,96.2
2009,2,15,21,6.53,99.3
2009,2,15,22,6.51,101.5
2009,2,15,23,6.23,103.7
2009,2,16,0,5.8,110.6
2009,2,16,1,5.37,120.0
2009,2,16,2,5.26,122.7
2009,2,16,3,5.81,119.9
2009,2,16,4,5.95,122.9
2009,2,16,5,6.24,126.6
2009,2,16,6,6.34,130.3
2009,2,16,7,7.25,128.6
2009,2,16,8,8.32,124.0
2009,2,16,9,8.12,120.2
2009,2,16,10,7.74,118.2
2009,2,16,11,7.52,116.7
2009,2,16,12,7.35,116.9
2009,2,16,13,7.32,117.3
2009,2,16,14,7.29,116.8
2009,2,16,15,7.18,115.7
2009,2,16,16,6.97,115.1
2009,2,16,17,6.75,112.0
2009,2,16,18,6.88,104.3
2009,2,16,19,7.4,98.9
2009,2,16,20,7.35,95.5
2009,2,16,21,6.69,95.2
2009,2,16,22,6.15,99.4
2009,2,16,23,5.85,103.9
2009,2,17,0,5.7,107.6
2009,2,17,1,5.52,112.3
2009,2,17,2,5.43,117.0
2009,2,17,3,5.38,121.8
2009,2,17,4,4.92,128.9
2009,2,17,5,4.68,134.1
2009,2,17,6,4.66,134.0
2009,2,17,7,5.29,125.1
2009,2,17,8,5.53,121.9
2009,2,17,9,5.28,121.0
2009,2,17,10,4.97,119.1
2009,2,17,11,4.68,116.9
2009,2,17,12,4.58,115.3
2009,2,17,13,4.77,113.1
2009,2,17,14,5.05,109.9
2009,2,17,15,5.33,107.2
2009,2,17,16,5.82,103.1
2009,2,17,17,6.67,97.8
2009,2,17,18,7.62,93.8
2009,2,17,19,7.67,92.6
2009,2,17,20,7.02,93.7
2009,2,17,21,6.44,95.9
2009,2,17,22,6.11,98.0
2009,2,17,23,6.0,100.1
2009,2,18,0,5.67,103.9
2009,2,18,1,5.53,107.9
2009,2,18,2,5.48,110.6
2009,2,18,3,5.04,113.3
2009,2,18,4,4.65,117.1
2009,2,18,5,4.55,119.2
2009,2,18,6,4.45,119.9
2009,2,18,7,4.79,113.4
2009,2,18,8,4.81,106.6
2009,2,18,9,4.4,99.8
2009,2,18,10,4.1,91.7
2009,2,18,11,3.94,83.0
2009,2,18,12,3.88,76.8
2009,2,18,13,4.16,71.5
2009,2,18,14,4.68,68.4
2009,2,18,15,5.11,67.8
2009,2,18,16,5.53,68.4
2009,2,18,17,6.09,70.6
2009,2,18,18,6.54,75.1
2009,2,18,19,7.04,79.8
2009,2,18,20,7.11,83.2
2009,2,18,21,6.71,84.7
2009,2,18,22,6.23,85.0
2009,2,18,23,5.37,86.6
2009,2,19,0,5.23,88.5
2009,2,19,1,4.83,91.7
